ID + pdf_title,ID,post_title,post_name,guid,pdf_id,pdf_title,pdf_url_original,pdf_url,equal?
216663126144-replacement-wbg-ecosystem-mapping-digital,216663,Catalyst Fund and Cambridge Centre for Alternative Finance launch internship program for fintech startups in emerging markets,catalyst-fund-cambridge-centre-for-alternative-finance-launch-internship-program-fintech-startups-emerging-markets,https://bfaglobal.com/?p=216663,2,126144-replacement-wbg-ecosystem-mapping-digital,http://documents.worldbank.org/curated/en/715581526049753145/pdf/126144-replacement-wbg-ecosystem-mapping-digital.pdf,http://documents.worldbank.org/curated/en/715581526049753145/pdf/126144-replacement-WBG-ecosystem-mapping-digital.pdf,TRUE
2167129184,216712,“Our love has grown more”,our-love-has-grown-more,https://bfaglobal.com/?p=216712,1,9184,https://www.odi.org/sites/odi.org.uk/files/odi-assets/publications-opinion-files/9184.pdf,https://www.odi.org/sites/odi.org.uk/files/odi-assets/publications-opinion-files/9184.pdf,TRUE
2167129817,216712,“Our love has grown more”,our-love-has-grown-more,https://bfaglobal.com/?p=216712,2,9817,https://www.odi.org/sites/odi.org.uk/files/odi-assets/publications-opinion-files/9817.pdf,https://www.odi.org/sites/odi.org.uk/files/odi-assets/publications-opinion-files/9817.pdf,TRUE
21671215-31-01-cashlite-are-we-there-yet-report,216712,“Our love has grown more”,our-love-has-grown-more,https://bfaglobal.com/?p=216712,3,15-31-01-cashlite-are-we-there-yet-report,https://bfaglobal.com/wp-content/uploads/2020/06/15-31-01-cashlite-are-we-there-yet-report.pdf,,FALSE
216795Bfa fibr nov8 whitepaper 20171220,216795,Superplatforms: Inclusive Digital Ecosystems of the Future,inclusive-digital-ecosystems-of-the-future-2,https://bfaglobal.com/?p=216795,1,Bfa fibr nov8 whitepaper 20171220,https://bfaglobal.com/wp-content/uploads/2020/01/bfa_fibr_nov8_whitepaper_20171220.pdf,https://bfaglobal.com/wp-content/uploads/2020/01/BFA_FIBR_Nov8_WhitePaper_20171220.pdf,TRUE
216844Mexico-nacion-fintech-v5,216844,Fintech's unfulfilled promise: why many Mexicans remain excluded,fintech-unfulfilled-promise-many-mexicans-remain-excluded,https://bfaglobal.com/?p=216844,1,Mexico-nacion-fintech-v5,https://www.bancomext.com/wp-content/uploads/2018/12/mexico-nacion-fintech-v5.pdf,https://www.bancomext.com/wp-content/uploads/2018/12/MEXICO-NACION-FINTECH-V5.pdf,TRUE
216844Mexico-nacion-fintech-v5,216844,Fintech's unfulfilled promise: why many Mexicans remain excluded,fintech-unfulfilled-promise-many-mexicans-remain-excluded,https://bfaglobal.com/?p=216844,2,Mexico-nacion-fintech-v5,https://www.bancomext.com/wp-content/uploads/2018/12/mexico-nacion-fintech-v5.pdf,https://www.bancomext.com/wp-content/uploads/2018/12/MEXICO-NACION-FINTECH-V5.pdf,TRUE
216844Mexico-nacion-fintech-v5,216844,Fintech's unfulfilled promise: why many Mexicans remain excluded,fintech-unfulfilled-promise-many-mexicans-remain-excluded,https://bfaglobal.com/?p=216844,3,Mexico-nacion-fintech-v5,https://www.bancomext.com/wp-content/uploads/2018/12/mexico-nacion-fintech-v5.pdf,https://www.bancomext.com/wp-content/uploads/2018/12/MEXICO-NACION-FINTECH-V5.pdf,TRUE
216844Cuadriptico 2018 eng,216844,Fintech's unfulfilled promise: why many Mexicans remain excluded,fintech-unfulfilled-promise-many-mexicans-remain-excluded,https://bfaglobal.com/?p=216844,4,Cuadriptico 2018 eng,https://www.gob.mx/cms/uploads/attachment/file/421411/cuadriptico_2018_eng.pdf,https://www.gob.mx/cms/uploads/attachment/file/421411/Cuadriptico_2018_ENG.pdf,TRUE
216844Strategy national financial inclusion strategy,216844,Fintech's unfulfilled promise: why many Mexicans remain excluded,fintech-unfulfilled-promise-many-mexicans-remain-excluded,https://bfaglobal.com/?p=216844,5,Strategy national financial inclusion strategy,https://www.afi-global.org/sites/default/files/publications/2020-03/strategy_national_financial_inclusion_strategy.pdf,https://www.afi-global.org/sites/default/files/publications/2020-03/Strategy_National_Financial_Inclusion_Strategy.pdf,TRUE
216844Cuadriptico 2018 eng,216844,Fintech's unfulfilled promise: why many Mexicans remain excluded,fintech-unfulfilled-promise-many-mexicans-remain-excluded,https://bfaglobal.com/?p=216844,6,Cuadriptico 2018 eng,https://www.gob.mx/cms/uploads/attachment/file/421411/cuadriptico_2018_eng.pdf,https://www.gob.mx/cms/uploads/attachment/file/421411/Cuadriptico_2018_ENG.pdf,TRUE
216844Cuadriptico 2018 eng,216844,Fintech's unfulfilled promise: why many Mexicans remain excluded,fintech-unfulfilled-promise-many-mexicans-remain-excluded,https://bfaglobal.com/?p=216844,7,Cuadriptico 2018 eng,https://www.gob.mx/cms/uploads/attachment/file/421411/cuadriptico_2018_eng.pdf,https://www.gob.mx/cms/uploads/attachment/file/421411/Cuadriptico_2018_ENG.pdf,TRUE
216923Financial-diaries-and-retirement-edit,216923,The buck stops with women,the-buck-stops-with-women,https://bfaglobal.com/?p=216923,1,Financial-diaries-and-retirement-edit,https://bfaglobal.com/wp-content/uploads/2020/06/financial-diaries-and-retirement-edit.pdf,,FALSE
216923Kenya financial diaries overview report final,216923,The buck stops with women,the-buck-stops-with-women,https://bfaglobal.com/?p=216923,2,Kenya financial diaries overview report final,https://bfaglobal.com/wp-content/uploads/2017/07/kenya_financial_diaries_overview_report_final.pdf,,FALSE
216940Evaluation+report+-+final+-+lite,216940,Why the Catalyst Fund startup accelerator delivers outsized success,catalyst-fund-startup-accelerator-delivers-outsized-success,https://bfaglobal.com/?p=216940,1,Evaluation+report+-+final+-+lite,https://static1.squarespace.com/static/564afbe2e4b07f8c73636439/t/5d1074d1db9e920001d4b1d5/1561359661141/evaluation+report+-+final+-+lite.pdf,https://static1.squarespace.com/static/564afbe2e4b07f8c73636439/t/5d1074d1db9e920001d4b1d5/1561359661141/Evaluation+Report+-+Final+-+Lite.pdf,TRUE
216940Evaluation+report+-+final+-+lite,216940,Why the Catalyst Fund startup accelerator delivers outsized success,catalyst-fund-startup-accelerator-delivers-outsized-success,https://bfaglobal.com/?p=216940,2,Evaluation+report+-+final+-+lite,https://static1.squarespace.com/static/564afbe2e4b07f8c73636439/t/5d1074d1db9e920001d4b1d5/1561359661141/evaluation+report+-+final+-+lite.pdf,https://static1.squarespace.com/static/564afbe2e4b07f8c73636439/t/5d1074d1db9e920001d4b1d5/1561359661141/Evaluation+Report+-+Final+-+Lite.pdf,TRUE
217046Datastack final 13may2020,217046,"The ""DataStack"": A data and tech blueprint for financial supervision, innovation, and the Data Commons",the-datastack-report,https://bfaglobal.com/?p=217046,1,Datastack final 13may2020,https://bfaglobal.com/wp-content/uploads/2020/05/datastack_final_13may2020.pdf,https://bfaglobal.com/wp-content/uploads/2020/05/DataStack_final_13May2020.pdf,TRUE
2170462018-state-of-the-industry-report-on-mobile-money,217046,"The ""DataStack"": A data and tech blueprint for financial supervision, innovation, and the Data Commons",the-datastack-report,https://bfaglobal.com/?p=217046,2,2018-state-of-the-industry-report-on-mobile-money,https://www.gsma.com/r/wp-content/uploads/2019/02/2018-state-of-the-industry-report-on-mobile-money.pdf,https://www.gsma.com/mobilefordevelopment/wp-content/uploads/2019/02/2018-State-of-the-Industry-Report-on-Mobile-Money.pdf,FALSE
217065Pol-tp-stra,217065,Catalyst Fund lanza en México en medio de un “momento Kodak”,catalyst-fund-lanza-mexico-medio-momento-kodak,https://bfaglobal.com/?p=217065,1,Pol-tp-stra,https://www.accaglobal.com/content/dam/acca/global/pdf-technical/small-business/pol-tp-stra.pdf,https://www.accaglobal.com/content/dam/acca/global/PDF-technical/small-business/pol-tp-stra.pdf,TRUE
217077Study+on+scaling+access+to+finance+for+early-stage+enterprises,217077,"From the Valley of Death to a $14 Million Series A: Sokowatch, Quona and the Role of Philanthropic Capital",from-the-valley-of-death-to-a-14-million-series-a-sokowatch-quona-and-the-role-of-philanthropic-capital,https://bfaglobal.com/?p=217077,1,Study+on+scaling+access+to+finance+for+early-stage+enterprises,https://english.dggf.nl/binaries/dggf-en/documents/publications/2019/1/15/study-on-scaling-access-to-finance-for-early-stage-enterprises/study+on+scaling+access+to+finance+for+early-stage+enterprises.pdf,https://english.dggf.nl/binaries/dggf-en/documents/publications/2019/1/15/study-on-scaling-access-to-finance-for-early-stage-enterprises/Study+on+scaling+access+to+finance+for+early-stage+enterprises.pdf,TRUE
217077Inclusive+fintech+50 white+paper+2019,217077,"From the Valley of Death to a $14 Million Series A: Sokowatch, Quona and the Role of Philanthropic Capital",from-the-valley-of-death-to-a-14-million-series-a-sokowatch-quona-and-the-role-of-philanthropic-capital,https://bfaglobal.com/?p=217077,2,Inclusive+fintech+50 white+paper+2019,https://static1.squarespace.com/static/5bede261f2e6b1e5ead0a0ba/t/5d767ebc4772ae08aa87d66d/1568046834518/inclusive+fintech+50_white+paper+2019.pdf,https://static1.squarespace.com/static/5bede261f2e6b1e5ead0a0ba/t/5d767ebc4772ae08aa87d66d/1568046834518/Inclusive+Fintech+50_White+Paper+2019.pdf,TRUE
217077Evaluation+report+-+final+-+lite,217077,"From the Valley of Death to a $14 Million Series A: Sokowatch, Quona and the Role of Philanthropic Capital",from-the-valley-of-death-to-a-14-million-series-a-sokowatch-quona-and-the-role-of-philanthropic-capital,https://bfaglobal.com/?p=217077,3,Evaluation+report+-+final+-+lite,https://static1.squarespace.com/static/564afbe2e4b07f8c73636439/t/5d1074d1db9e920001d4b1d5/1561359661141/evaluation+report+-+final+-+lite.pdf,https://static1.squarespace.com/static/564afbe2e4b07f8c73636439/t/5d1074d1db9e920001d4b1d5/1561359661141/Evaluation+Report+-+Final+-+Lite.pdf,TRUE
217085Focus-note-building-inclusive-payment-ecosystems-june-2018,217085,Is India the Next Battleground for African Fintech Startups?,is-india-the-next-battleground-for-african-fintech-startups,https://bfaglobal.com/?p=217085,1,Focus-note-building-inclusive-payment-ecosystems-june-2018,https://www.cgap.org/sites/default/files/focus-note-building-inclusive-payment-ecosystems-june-2018.pdf,https://www.cgap.org/sites/default/files/Focus-Note-Building-Inclusive-Payment-Ecosystems-June-2018.pdf,TRUE
217085Statement-4,217085,Is India the Next Battleground for African Fintech Startups?,is-india-the-next-battleground-for-african-fintech-startups,https://bfaglobal.com/?p=217085,2,Statement-4,http://censusindia.gov.in/2011census/language-2011/statement-4.pdf,http://censusindia.gov.in/2011Census/Language-2011/Statement-4.pdf,TRUE
217105Powering opportunity in east africa,217105,Keeping the Lights On: How PAYGo Solar Can Offer Customer Relief During COVID-19,keeping-the-lights-on-how-paygo-solar-can-offer-customer-relief-during-covid-19,https://bfaglobal.com/?p=217105,1,Powering opportunity in east africa,https://www.gogla.org/sites/default/files/resource_docs/powering_opportunity_in_east_africa.pdf,https://www.gogla.org/sites/default/files/resource_docs/powering_opportunity_in_east_africa.pdf,TRUE
217107181029-dfid-graduation-workshop-ppt,217107,Predicting the propensity to succeed among Kenyan “Hustlers”,predicting-the-propensity-to-succeed-among-kenyan-hustlers,https://bfaglobal.com/?p=217107,1,181029-dfid-graduation-workshop-ppt,https://graduatingpovertyinkenya.files.wordpress.com/2018/10/181029-dfid-graduation-workshop-ppt.pdf,https://graduatingpovertyinkenya.files.wordpress.com/2018/10/181029-dfid-graduation-workshop-ppt.pdf,TRUE
217134Mexico-nacion-fintech-v5,217134,Fintech en Mexico aun no ha cumplido con las expectativas de inclusión,fintech-en-mexico-aun-no-ha-cumplido-con-las-expectativas-de-inclusion,https://bfaglobal.com/?p=217134,1,Mexico-nacion-fintech-v5,https://www.bancomext.com/wp-content/uploads/2018/12/mexico-nacion-fintech-v5.pdf,https://www.bancomext.com/wp-content/uploads/2018/12/MEXICO-NACION-FINTECH-V5.pdf,TRUE
217134Mexico-nacion-fintech-v5,217134,Fintech en Mexico aun no ha cumplido con las expectativas de inclusión,fintech-en-mexico-aun-no-ha-cumplido-con-las-expectativas-de-inclusion,https://bfaglobal.com/?p=217134,2,Mexico-nacion-fintech-v5,https://www.bancomext.com/wp-content/uploads/2018/12/mexico-nacion-fintech-v5.pdf,https://www.bancomext.com/wp-content/uploads/2018/12/MEXICO-NACION-FINTECH-V5.pdf,TRUE
217134Cuadriptico 2018 eng,217134,Fintech en Mexico aun no ha cumplido con las expectativas de inclusión,fintech-en-mexico-aun-no-ha-cumplido-con-las-expectativas-de-inclusion,https://bfaglobal.com/?p=217134,3,Cuadriptico 2018 eng,https://www.gob.mx/cms/uploads/attachment/file/421411/cuadriptico_2018_eng.pdf,https://www.gob.mx/cms/uploads/attachment/file/421411/Cuadriptico_2018_ENG.pdf,TRUE
217134Strategy national financial inclusion strategy,217134,Fintech en Mexico aun no ha cumplido con las expectativas de inclusión,fintech-en-mexico-aun-no-ha-cumplido-con-las-expectativas-de-inclusion,https://bfaglobal.com/?p=217134,4,Strategy national financial inclusion strategy,https://www.afi-global.org/sites/default/files/publications/2020-03/strategy_national_financial_inclusion_strategy.pdf,https://www.afi-global.org/sites/default/files/publications/2020-03/Strategy_National_Financial_Inclusion_Strategy.pdf,TRUE
217134Cuadriptico 2018 eng,217134,Fintech en Mexico aun no ha cumplido con las expectativas de inclusión,fintech-en-mexico-aun-no-ha-cumplido-con-las-expectativas-de-inclusion,https://bfaglobal.com/?p=217134,5,Cuadriptico 2018 eng,https://www.gob.mx/cms/uploads/attachment/file/421411/cuadriptico_2018_eng.pdf,https://www.gob.mx/cms/uploads/attachment/file/421411/Cuadriptico_2018_ENG.pdf,TRUE
217134Cuadriptico 2018 eng,217134,Fintech en Mexico aun no ha cumplido con las expectativas de inclusión,fintech-en-mexico-aun-no-ha-cumplido-con-las-expectativas-de-inclusion,https://bfaglobal.com/?p=217134,6,Cuadriptico 2018 eng,https://www.gob.mx/cms/uploads/attachment/file/421411/cuadriptico_2018_eng.pdf,https://www.gob.mx/cms/uploads/attachment/file/421411/Cuadriptico_2018_ENG.pdf,TRUE
2171471908080057 press%20release%20-%20emergency%20measures%20to%20mitigate%20the%20adverse%20economic%20effects%20on%20bank%20borrowers%20from%20the%20coronavirus%20pandemic,217147,Short-term fixes are not enough if SMEs are to survive COVID-19,sme-shutdown-impact-survival,https://bfaglobal.com/?p=217147,1,1908080057 press%20release%20-%20emergency%20measures%20to%20mitigate%20the%20adverse%20economic%20effects%20on%20bank%20borrowers%20from%20the%20coronavirus%20pandemic,https://www.centralbank.go.ke/uploads/press_releases/1908080057_press%20release%20-%20emergency%20measures%20to%20mitigate%20the%20adverse%20economic%20effects%20on%20bank%20borrowers%20from%20the%20coronavirus%20pandemic.pdf,https://www.centralbank.go.ke/uploads/press_releases/1908080057_Press%20Release%20-%20Emergency%20Measures%20to%20Mitigate%20the%20Adverse%20Economic%20Effects%20on%20Bank%20Borrowers%20from%20the%20Coronavirus%20Pandemic.pdf,TRUE
217159World-payments-report-2018,217159,The DataStack blueprint,the-datastack-blueprint,https://bfaglobal.com/?p=217159,1,World-payments-report-2018,https://www.paymentscardsandmobile.com/wp-content/uploads/2018/10/world-payments-report-2018.pdf,https://www.paymentscardsandmobile.com/wp-content/uploads/2018/10/World-Payments-Report-2018.pdf,TRUE
217159Bisbull03,217159,The DataStack blueprint,the-datastack-blueprint,https://bfaglobal.com/?p=217159,2,Bisbull03,https://www.bis.org/publ/bisbull03.pdf,https://www.bis.org/publ/bisbull03.pdf,TRUE
217479Pwc-millennials-and-financial-literacy,217479,Cowrywise inspires young Nigerians to save and invest,cowrywise-inspires-young-nigerians-to-save-and-invest,https://bfaglobal.com/?p=217479,1,Pwc-millennials-and-financial-literacy,https://www.pwc.com/us/en/about-us/corporate-responsibility/assets/pwc-millennials-and-financial-literacy.pdf,https://www.pwc.com/us/en/about-us/corporate-responsibility/assets/pwc-millennials-and-financial-literacy.pdf,TRUE
217479Cgap-focus-note-emerging-perspectives-on-youth-savings-aug-2012,217479,Cowrywise inspires young Nigerians to save and invest,cowrywise-inspires-young-nigerians-to-save-and-invest,https://bfaglobal.com/?p=217479,2,Cgap-focus-note-emerging-perspectives-on-youth-savings-aug-2012,https://www.cgap.org/sites/default/files/researches/documents/cgap-focus-note-emerging-perspectives-on-youth-savings-aug-2012.pdf,https://www.cgap.org/sites/default/files/researches/documents/CGAP-Focus-Note-Emerging-Perspectives-on-Youth-Savings-Aug-2012.pdf,TRUE
217479Youth-financial-services-accessible,217479,Cowrywise inspires young Nigerians to save and invest,cowrywise-inspires-young-nigerians-to-save-and-invest,https://bfaglobal.com/?p=217479,3,Youth-financial-services-accessible,http://mastercardfdn.org/wp-content/uploads/2018/06/youth-financial-services-accessible.pdf,http://mastercardfdn.org/wp-content/uploads/2018/06/Youth-Financial-Services-Accessible.pdf,TRUE
217479Youth-financial-services-accessible,217479,Cowrywise inspires young Nigerians to save and invest,cowrywise-inspires-young-nigerians-to-save-and-invest,https://bfaglobal.com/?p=217479,4,Youth-financial-services-accessible,http://mastercardfdn.org/wp-content/uploads/2018/06/youth-financial-services-accessible.pdf,http://mastercardfdn.org/wp-content/uploads/2018/06/Youth-Financial-Services-Accessible.pdf,TRUE
217479Youth-financial-services-accessible,217479,Cowrywise inspires young Nigerians to save and invest,cowrywise-inspires-young-nigerians-to-save-and-invest,https://bfaglobal.com/?p=217479,5,Youth-financial-services-accessible,http://mastercardfdn.org/wp-content/uploads/2018/06/youth-financial-services-accessible.pdf,http://mastercardfdn.org/wp-content/uploads/2018/06/Youth-Financial-Services-Accessible.pdf,TRUE
217550Research-brief-india-1,217550,"IndiaStack can help India recover from COVID-19, but execution is critical",indiastack-can-help-india-recover-from-covid-19-but-execution-is-critical,https://bfaglobal.com/?p=217550,1,Research-brief-india-1,https://opendocs.ids.ac.uk/opendocs/bitstream/handle/20.500.12413/13010/research-brief-india-1.pdf,https://opendocs.ids.ac.uk/opendocs/bitstream/handle/20.500.12413/13010/Research-Brief-India-1.pdf,TRUE
217556Finnsalud presentacion mesa redonda 2,217556,FinnSalud: Project findings presentation,finnsalud-project-findings,https://bfaglobal.com/?p=217556,1,Finnsalud presentacion mesa redonda 2,https://bfaglobal.com/wp-content/uploads/2020/02/finnsalud_presentacion_mesa_redonda_2.pdf,https://bfaglobal.com/wp-content/uploads/2020/02/FINNSALUD_Presentacion_mesa_redonda_2.pdf,TRUE
217556Finnsalud presentacion mesa redonda 2,217556,FinnSalud: Project findings presentation,finnsalud-project-findings,https://bfaglobal.com/?p=217556,2,Finnsalud presentacion mesa redonda 2,https://bfaglobal.com/wp-content/uploads/2020/02/finnsalud_presentacion_mesa_redonda_2.pdf,https://bfaglobal.com/wp-content/uploads/2020/02/FINNSALUD_Presentacion_mesa_redonda_2.pdf,TRUE
217628Bfa-covid-diaries-summary-june-2020-final,217628,Webinar Recap: The impact of COVID-19 on Financial Diaries respondents in Kenya,webinar-the-impact-of-covid-19-on-financial-diaries-respondents-in-kenya,https://bfaglobal.com/?p=217628,1,Bfa-covid-diaries-summary-june-2020-final,https://bfaglobal.com/wp-content/uploads/2020/06/bfa-covid-diaries-summary-june-2020-final.pdf,https://bfaglobal.com/wp-content/uploads/2020/06/BFA-COVID-Diaries-Summary-June-2020-final.pdf,TRUE
217628The-financial-diaries-investigating-the-financial-lives-of-the-poor-in-south-africa-2005 0,217628,Webinar Recap: The impact of COVID-19 on Financial Diaries respondents in Kenya,webinar-the-impact-of-covid-19-on-financial-diaries-respondents-in-kenya,https://bfaglobal.com/?p=217628,2,The-financial-diaries-investigating-the-financial-lives-of-the-poor-in-south-africa-2005 0,https://bfaglobal.com/wp-content/uploads/2020/06/the-financial-diaries-investigating-the-financial-lives-of-the-poor-in-south-africa-2005_0.pdf,,FALSE
217725Opciones-para-las-instituciones-financieras-frente-al-covid-19.pptx,217725,Scenario planning can help Mexican financial cooperatives prepare for COVID-19 impact,scenario-planning-can-help-mexican-financial-cooperatives-prepare-for-covid-19-impact,https://bfaglobal.com/?p=217725,1,Opciones-para-las-instituciones-financieras-frente-al-covid-19.pptx,https://bfaglobal.com/wp-content/uploads/2020/05/opciones-para-las-instituciones-financieras-frente-al-covid-19.pptx.pdf,https://bfaglobal.com/wp-content/uploads/2020/05/Opciones-para-las-instituciones-financieras-frente-al-COVID-19.pptx.pdf,TRUE
217840Education-funding-in-kenya jf-v0.4,217840,World Refugee Day 2020: #EveryActionCounts,world-refugee-day-2020-everyactioncounts,https://bfaglobal.com/?p=217840,1,Education-funding-in-kenya jf-v0.4,https://bfaglobal.com/wp-content/uploads/2020/06/education-funding-in-kenya_jf-v0.4.pdf,,FALSE
218344A buck short report bfa-global,218344,Gender finance,gender-finance,https://bfaglobal.com/?page_id=218344,1,A buck short report bfa-global,https://bfaglobal.com/wp-content/uploads/2022/10/a_buck_short_report_bfa-global.pdf,https://bfaglobal.com/wp-content/uploads/2022/10/A_Buck_Short_Report_BFA-Global.pdf,TRUE
218346Locked-down-left-behind-refugees-economic-inclusion-covid,218346,Refugee finance,refugee-finance,https://bfaglobal.com/?page_id=218346,1,Locked-down-left-behind-refugees-economic-inclusion-covid,https://static1.squarespace.com/static/506c8ea1e4b01d9450dd53f5/t/5f038766b9ce1873cd137176/1594066792858/locked-down-left-behind-refugees-economic-inclusion-covid.pdf,https://static1.squarespace.com/static/506c8ea1e4b01d9450dd53f5/t/5f038766b9ce1873cd137176/1594066792858/locked-down-left-behind-refugees-economic-inclusion-covid.pdf,TRUE
219190Refugees-and-their-money-assessing-the-business-case-for-providing-financial-services-to-refugees-2-compressed,219190,Refugees and Their Money: Assessing the Business Case for Providing Financial Services to Refugees,refugees-and-their-money-assessing-the-business-case-for-providing-financial-services-to-refugees,https://bfaglobal.com/?p=219190,1,Refugees-and-their-money-assessing-the-business-case-for-providing-financial-services-to-refugees-2-compressed,https://bfaglobal.com/wp-content/uploads/2020/06/refugees-and-their-money-assessing-the-business-case-for-providing-financial-services-to-refugees-2-compressed.pdf,https://bfaglobal.com/wp-content/uploads/2020/06/Refugees-and-Their-Money-Assessing-the-Business-Case-for-Providing-Financial-Services-to-Refugees-2-compressed.pdf,TRUE
219447Africa competitiveness report 2017,219447,What will the rise of online shopping in Africa mean for jobs?,what-will-the-rise-of-online-shopping-in-africa-mean-for-jobs,https://bfaglobal.com/?p=219447,1,Africa competitiveness report 2017,https://www.afdb.org/fileadmin/uploads/afdb/documents/publications/africa_competitiveness_report_2017.pdf,https://www.afdb.org/fileadmin/uploads/afdb/Documents/Publications/Africa_Competitiveness_Report_2017.pdf,TRUE
219688Executive-summary uganda-refugee-remittances-assessment-report 0619,219688,Uganda country assessment on affordable and accessible remittances for forcibly displaced persons and host communities,uganda-country-assessment-on-affordable-and-accessible-remittances-for-forcibly-displaced-persons-and-host-communities,https://bfaglobal.com/?p=219688,1,Executive-summary uganda-refugee-remittances-assessment-report 0619,https://bfaglobal.com/wp-content/uploads/2020/06/executive-summary_uganda-refugee-remittances-assessment-report_0619.pdf,https://bfaglobal.com/wp-content/uploads/2020/06/Executive-Summary_Uganda-Refugee-Remittances-Assessment-Report_0619.pdf,TRUE
220017Opciones-para-las-instituciones-financieras-frente-al-covid-19,220017,Guía de Sugerencias operacionales en tiempos del COVID-19,guia-de-sugerencias-operacionales,https://bfaglobal.com/?p=220017,1,Opciones-para-las-instituciones-financieras-frente-al-covid-19,https://bfaglobal.com/wp-content/uploads/2020/06/opciones-para-las-instituciones-financieras-frente-al-covid-19.pdf,https://bfaglobal.com/wp-content/uploads/2020/05/Opciones-para-las-instituciones-financieras-frente-al-COVID-19.pptx.pdf,FALSE
220753Optixsajidabrief-2,220753,Pioneering Cashless Microfinance in Bangladesh,pioneering-cashless-microfinance-in-bangladesh,https://bfaglobal.com/?p=220753,1,Optixsajidabrief-2,https://bfaglobal.com/wp-content/uploads/2020/06/optixsajidabrief-2.pdf,https://bfaglobal.com/wp-content/uploads/2020/06/OPTIXSAJIDABrief-2.pdf,TRUE
221552Infographic finnsalud spanish,221552,FinnSalud exploratory phase infographic (English and Spanish),finnsalud-exploratory-phase-infographic,https://bfaglobal.com/?p=221552,1,Infographic finnsalud spanish,https://bfaglobal.com/wp-content/uploads/2020/01/infographic_finnsalud_spanish.pdf,https://bfaglobal.com/wp-content/uploads/2020/01/infographic_finnsalud_Spanish.pdf,TRUE
221552Finnsalud infographic eng,221552,FinnSalud exploratory phase infographic (English and Spanish),finnsalud-exploratory-phase-infographic,https://bfaglobal.com/?p=221552,2,Finnsalud infographic eng,https://bfaglobal.com/wp-content/uploads/2020/01/finnsalud_infographic_eng.pdf,https://bfaglobal.com/wp-content/uploads/2020/01/FinnSalud_Infographic_ENG.pdf,TRUE
221703A buck short report bfa-global,221703,Financial Diaries,financial-diaries,https://bfaglobal.com/?page_id=221703,1,A buck short report bfa-global,https://bfaglobal.com/wp-content/uploads/2022/10/a_buck_short_report_bfa-global.pdf,https://bfaglobal.com/wp-content/uploads/2022/10/A_Buck_Short_Report_BFA-Global.pdf,TRUE
221899Compressed,221899,"New lives, new tools: The financial lives of refugee communities",new-lives-new-tools-the-financial-lives-of-refugee-communities,https://bfaglobal.com/?p=221899,1,Compressed,https://www.fsdafrica.org/wp-content/uploads/2019/08/compressed.pdf,https://bfaglobal.com/wp-content/uploads/2017/07/ESTIRANDO-English-compressed-1.pdf,FALSE
221899South-african-financial-diaries-and-the-mzansi-initiative-five-years-later-jan-2010,221899,"New lives, new tools: The financial lives of refugee communities",new-lives-new-tools-the-financial-lives-of-refugee-communities,https://bfaglobal.com/?p=221899,2,South-african-financial-diaries-and-the-mzansi-initiative-five-years-later-jan-2010,https://bfaglobal.com/wp-content/uploads/2020/06/south-african-financial-diaries-and-the-mzansi-initiative-five-years-later-jan-2010.pdf,https://bfaglobal.com/wp-content/uploads/2020/06/south-african-financial-diaries-and-the-mzansi-initiative-five-years-later-jan-2010.pdf,TRUE
221899A buck short report bfa-global,221899,"New lives, new tools: The financial lives of refugee communities",new-lives-new-tools-the-financial-lives-of-refugee-communities,https://bfaglobal.com/?p=221899,3,A buck short report bfa-global,https://bfaglobal.com/wp-content/uploads/2022/10/a_buck_short_report_bfa-global.pdf,,FALSE
221900Refugees-and-their-money-–-understanding-the-enablers-of-the-camp-economy-in-rwanda,221900,Refugees and their money – understanding the enablers of the camp economy in Rwanda,refugees-and-their-money-understanding-the-enablers-of-the-camp-economy-in-rwanda,https://bfaglobal.com/?p=221900,1,Refugees-and-their-money-–-understanding-the-enablers-of-the-camp-economy-in-rwanda,https://bfaglobal.com/wp-content/uploads/2020/06/refugees-and-their-money-–-understanding-the-enablers-of-the-camp-economy-in-rwanda.pdf,https://bfaglobal.com/wp-content/uploads/2020/06/Refugees-and-Their-Money-–-Understanding-the-Enablers-of-the-Camp-Economy-in-Rwanda.pdf,TRUE
221903Uncdf remittance-toolkit-for-refugees,221903,Affordable and Accessible Remittance Services for Refugees: A Toolkit,affordable-and-accessible-remittance-services-for-refugees-a-toolkit,https://bfaglobal.com/?p=221903,1,Uncdf remittance-toolkit-for-refugees,https://bfaglobal.com/wp-content/uploads/2020/01/uncdf_remittance-toolkit-for-refugees.pdf,https://bfaglobal.com/wp-content/uploads/2020/01/UNCDF_Remittance-Toolkit-for-Refugees.pdf,TRUE
221904The-financial-diaries-investigating-the-financial-lives-of-the-poor-in-south-africa-2005 0,221904,Mapping the financial-access journey of the refugee: Applying UX design to help financial service providers in Uganda better serve forcibly displaced people,mapping-the-financial-access-journey-of-the-refugee-applying-ux-design-to-help-financial-service-providers-in-uganda-better-serve-forcibly-displaced-people,https://bfaglobal.com/?p=221904,1,The-financial-diaries-investigating-the-financial-lives-of-the-poor-in-south-africa-2005 0,https://bfaglobal.com/wp-content/uploads/2020/06/the-financial-diaries-investigating-the-financial-lives-of-the-poor-in-south-africa-2005_0.pdf,,FALSE
